title,description,Vendor,Product Category,Type,Tags,Variant SKU,Barcode (ISBN, UPC, GTIN, etc.),Image Src,Variant weight,Variant Weight Unit,Brand
"Anastasia Brow Gel","This best-selling formula tames unruly brows without leaving them stiff, flaky or sticky. Fortified with rich botanical conditioners and essential oils, this luxurious formula can be worn alone or layered over Anastasia’s Brow Powder Duo or Brow Pencils to set your perfect application all day.","Glamazle","Makeup","","Makeup,face,eyeliner","ABH01-01001","","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/c/l/clear_brow_gel_.jpg","50","g","Anastasia"
"Anastasia Lip Gloss - Flame","A smooth, creamy formula that delivers high coverage color with a glass-like finish. Wear alone or layer with lipstick for intense color and shine.","Glamazle","Makeup","","Makeup,face,eyeliner","ABHLG-Flame","","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/f/l/flame_off.jpg","50","g","Anastasia"
"Anastasia Lip Primer","This colorless, hydrating primer smooths lips and preps them for pigment. ","Glamazle","Makeup","","Makeup,face,eyeliner","ABH01-32191","","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/l/i/lip_primer_2.jpg","50","g","Anastasia"
"Anastasia Brow Wiz - Granite","<p>Sometimes brows need a little magic. This must-have pencil features an ultrafine, retractable tip to fill in gaps easily and mimic brow hair. Perfect for spot checking areas that may be sparse or over-tweezed, the smear-proof formula wears all day for a natural, fresh look.<span>Some names are changing, but the shades will remain exactly the same so you can shade match across the entire Anastasia collection.</span></p>","Glamazle","Makeup","","Makeup,face,eyeliner","ABH_Wiz_granite","","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/g/r/gra_2.jpg","50","g","Anastasia"
"Anastasia DipBrow Pomade -  Caramel","<p>Suggested Usage: -Dipbrow is best applied with an angled brow brush with short, stiff bristles. You can easily outline and fill a perfect eyebrow. -After applying the desired amount of color, be sure to blend with a clean spooley brush. -Never apply the pomade by directly putting your brush into the pot and applying the product on your brows. -To ensure you have the perfect amount needed for application, dip your brush into the pot and swipe it across the inside of the cap&mdash;this will allow you to remove excess product, or collect more as-needed.</p>","Glamazle","Makeup","","Makeup,face,eyeliner","ABH_Pomade_caramel","","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/d/i/di_1.jpg","50","g","Anastasia"
"Anastasia DipBrow Pomade - Granite","<p>Suggested Usage: -Dipbrow is best applied with an angled brow brush with short, stiff bristles. You can easily outline and fill a perfect eyebrow. -After applying the desired amount of color, be sure to blend with a clean spooley brush. -Never apply the pomade by directly putting your brush into the pot and applying the product on your brows. -To ensure you have the perfect amount needed for application, dip your brush into the pot and swipe it across the inside of the cap&mdash;this will allow you to remove excess product, or collect more as-needed.</p>","Glamazle","Makeup","","Makeup,face,eyeliner","ABH_Pomade_granite","","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/g/n/gn.jpg","50","g","Anastasia"
"Anastasia Illuminator - Peach Nectar","Like a filter for your complexion, this brush-on highlighter contains a mosaic of brightening powders that impart a lit-from-within glow. The mirrored compact makes on-the-go touchups easy and fail-safe.  

Peach Nectar – Apricot Gold","Glamazle","Makeup","","Makeup,face,eyeliner","ABH_PEACH","","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/p/e/peach_nector_main_illuminator3.jpg","50","g","Anastasia"
"Anastasia Brow Definer - Auburn","<p>Thin: Use the sharpest point of the tip to create fine, hair-like strokes. Medium: Use the back side of the pencil to create thicker, hair-like strokes. Wide: Use the pencil on its side to create broad strokes.</p>","Glamazle","Makeup","","Makeup,face,eyeliner","ABH-definier-auburn","","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/v/v/vv_1.jpg","50","g","Anastasia"
"Anastasia Brow Definer - Taupe","<p>Trace the pencil along the bottom edge of brows, then blend color upwards. Next, trace the pencil along the top edge of brows, then blend down. To sharpen, angle the nib over the back of your hand and apply repeated pressure until you reach the desired tip.This retractable mechanical pencil has a thick, triangular tip that outlines brows and fills sparse areas in one fluid motion. The smooth, creamy formula glides effortlessly to cover and define, while the soft-bristled end blends edges for a natural finish.</p>","Glamazle","Makeup","","Makeup,face,eyeliner","ABH-definier-taupe","","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/t/t/tt.jpg","50","g","Anastasia"
"Anastasia Brow Definer - Chocolate","<p>Trace the pencil along the bottom edge of brows, then blend color upwards. Next, trace the pencil along the top edge of brows, then blend down. To sharpen, angle the nib over the back of your hand and apply repeated pressure until you reach the desired tip.</p>","Glamazle","Makeup","","Makeup,face,eyeliner","ABH-definier-chocolate","","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/c/h/ch_4.jpg","50","g","Anastasia"
"Anastasia Brow Definer - Dark Brown","<p>Trace the pencil along the bottom edge of brows, then blend color upwards. Next, trace the pencil along the top edge of brows, then blend down. To sharpen, angle the nib over the back of your hand and apply repeated pressure until you reach the desired tip.This retractable mechanical pencil has a thick, triangular tip that outlines brows and fills sparse areas in one fluid motion. The smooth, creamy formula glides effortlessly to cover and define, while the soft-bristled end blends edges for a natural finish.</p>","Glamazle","Makeup","","Makeup,face,eyeliner","ABH-definier-darkbrown","","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/d/a/daa_1.jpg","50","g","Anastasia"
"Anastasia Brow Definer - Ebony","<p>Trace the pencil along the bottom edge of brows, then blend color upwards. Next, trace the pencil along the top edge of brows, then blend down. To sharpen, angle the nib over the back of your hand and apply repeated pressure until you reach the desired tip.This retractable mechanical pencil has a thick, triangular tip that outlines brows and fills sparse areas in one fluid motion. The smooth, creamy formula glides effortlessly to cover and define, while the soft-bristled end blends edges for a natural finish.</p>","Glamazle","Makeup","","Makeup,face,eyeliner","ABH-definier-ebony","","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/e/b/eb.jpg","50","g","Anastasia"
"Anastasia Brow Definer - Medium Brown","<p>How to Use- Trace the pencil along the bottom edge of brows, then blend color upwards. Next, trace the pencil along the top edge of brows, then blend down. To sharpen, angle the nib over the back of your hand and apply repeated pressure until you reach the desired tip.</p>","Glamazle","Makeup","","Makeup,face,eyeliner","ABH-definier-medbrown","","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/m/e/med_1.jpg","50","g","Anastasia"
"Anastasia Liquid Lipstick - Rio","<p>This ultra-saturated liquid formula delivers an intense shot of matte pigment in one easy swipe. A single application gives you smear-resistant coverage that stays put for hours.</p>","Glamazle","Makeup","","Makeup,face,eyeliner","ABH-LL- Rio","","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/r/i/ri_2.jpg","50","g","Anastasia"
"Anastasia Brow Wiz - Medium Brown","<p>Brow Wiz's ultra-fine, retractable tip is perfect for spot-filling in areas where brow hair is sparse by mimicking fine, hair-like strokes.</p>
<p>Use Brow Wiz to create a perfect arch that follows your natural bone structure.</p>
<p><span>-Brush you brow hair up vertically with the spooley end and draw a thin line along the hairline following the lower arch.&nbsp;</span><br /><span>-Brush your brow hair down and define the top of your brow arch in the same way.&nbsp;</span><br /><span>-Fill in any gaps or sparse areas and groom the color through your brows.</span></p>","Glamazle","Makeup","","Makeup,face,eyeliner","ABH-wiz-medbrown","","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/m/e/med_3.jpg","50","g","Anastasia"
"Anastasia Foundation Stick - Truffle","<p>A highly pigmented, buildable cream formula that leaves a natural matte finish. Apply Anastasia Beverly Hills Stick Foundation as an all-over foundation, sheered out as a tinted moisturizer, or for highlighting and contouring.</p>","Glamazle","Makeup","","Makeup,face,eyeliner","ABH01-35325","","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/t/r/tr_1_2.jpg","50","g","Anastasia"
"Anastasia Foundation Stick - Honey","<p>A highly pigmented, buildable cream formula that leaves a natural matte finish. Apply Anastasia Beverly Hills Stick Foundation as an all-over foundation, sheered out as a tinted moisturizer, or for highlighting and contouring.</p>","Glamazle","Makeup","","Makeup,face,eyeliner","ABH01-35312","","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/h/o/ho_8.jpg","50","g","Anastasia"
"Anastasia Foundation Stick - Fawn","<p>A highly pigmented, buildable cream formula that leaves a natural matte finish. Apply Anastasia Beverly Hills Stick Foundation as an all-over foundation, sheered out as a tinted moisturizer, or for highlighting and contouring.</p>","Glamazle","Makeup","","Makeup,face,eyeliner","ABH01-Fawn","","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/f/a/fa_9.jpg","50","g","Anastasia"
"Anastasia Matte Lipstick - Rage","Use the highest point of the bullet to apply Anastasia Beverly Hills Matte Lipstick with precision. ","Glamazle","Makeup","","Makeup,face,eyeliner","ABH01-33007","","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/r/a/ra_6.jpg","50","g","Anastasia"
"Anastasia Brow Wiz - Taupe","An award-winning ultra-slim, retractable pencil that creates precise, hair-like strokes. Use Anastasia Beverly Hills Brow Wiz®'s fine tip to spot-fill areas where brow hair is sparse, and the custom spooley end to blend for a flawless finish.

Mimics natural hair
Long-wearing, smudge-proof formula
Glides on effortlessly","Glamazle","Makeup","","Makeup,face,eyeliner","ABH01-86001","","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/a/b/abh-taup-brow-wiz.jpg","50","g","Anastasia"
"Anastasia Bronzer - Cappuccino","The Anastasia Beverly Hills Powder Bronzer features a finely-milled formula that offers buildable coverage and seamless blending. With a natural matte finish, this powder bronzer feels traceless on the face and body, adding warmth for a sunkissed look.","Glamazle","Makeup","","Makeup,face,eyeliner","ABH01-27201","","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/a/b/abh-powder_bronzer-cappuccino-b.jpg","50","g","Anastasia"
"Anastasia Bronzer - Tawny","The Anastasia Beverly Hills Powder Bronzer features a finely-milled formula that offers buildable coverage and seamless blending. With a natural matte finish, this powder bronzer feels traceless on the face and body, adding warmth for a sunkissed look. ","Glamazle","Makeup","","Makeup,face,eyeliner","ABH01-27203","","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/a/b/abh-powder_bronzer-tawny-a.jpg","50","g","Anastasia"
"Anastasia Bronzer - Rich Amber","The Anastasia Beverly Hills Powder Bronzer features a finely-milled formula that offers buildable coverage and seamless blending. With a natural matte finish, this powder bronzer feels traceless on the face and body, adding warmth for a sunkissed look. 
","Glamazle","Makeup","","Makeup,face,eyeliner","ABH01-27204","","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/a/b/abh-powder_bronzer-rich_amber-b.jpg","50","g","Anastasia"
"Anastasia DipBrow Pomade - Medium Brown","<p><span>An award-winning waterproof, multitasking, and buildable matte pomade that stays put. Apply and blend a small amount of Anastasia Beverly Hills DIPBROW&reg; Pomade with an angled brow brush to effortlessly outline, fill, and texturize brows.&nbsp;</span><br /><br /><span>Long-lasting and smudge-proof</span><br /><span>High-pigment formula glides on easily and dries fast</span><br /><span>Acts as an all-in-one brow product</span></p>","Glamazle","Makeup","","Makeup,face,eyeliner","ABH01-05102","","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/s/c/screenshot_16_.png","50","g","Anastasia"
"Anastasia Brush # 14","<p><span>A tapered, angled brush with firm synthetic fibers, ideal for detailing and creating hair-like strokes.</span></p>
<p>Use to apply emollient-based products to the brows and eyes.&nbsp;</p>
<p><span>Applies and blends color smoothly and undetectably</span></p>","Glamazle","Makeup","","Makeup,face,eyeliner","ABH01-28114","","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/s/c/screenshot_19_.png","50","g","Anastasia"
"Anastasia Loose Glitter - Party","<div class='product-description-title'>PRODUCT DESCRIPTION</div>
<div class='tab-content'>Anastasia Beverly Hills Loose Glitter is an ultra-reflective metallic cosmetic glitter for face, body and hair and is available in 8 different shades.&nbsp;<br /><br />High-level sparkle for face, body and hair<br />Light reflecting with a multidimensional effect<br />Lightweight fine particles<br />Buildable intensity<br />Dermatologist tested<br />Non-irritating to the skin and paraben-free<br />Vegan, gluten-free and cruelty-free</div>","Glamazle","Makeup","","Makeup,face,eyeliner","ABH01-23005","","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/a/b/abh-loose-glitter-party-a.jpg","50","g","Anastasia"
"Anastasia DipBrow Gel - Medium Brown ","<p><span>Anastasia Beverly Hills DIPBROW&reg; Gel is a highly pigmented brow gel with a long-lasting, waterproof formula for creating fuller-looking, defined brows. Like DIPBROW&reg; Pomade in a gel form, DIPBROW&reg; Gel is a real brow filler that delivers full coverage with rich color payoff. The unique formula adheres to brow hairs, builds the appearance of fullness, and dries down to a seamless matte finish.&nbsp;</span></p>
<ul>
<li>To fill brows with color, brush DIPBROW&reg; Gel from the arch and extend toward the tail. Then, fill from the front of the brow toward the arch using the remaining product on the wand. Brush in the direction as hair&rsquo;s natural growth.</li>
<li>For fuller coverage, brush the gel through the brows a second time to create hairlike strokes.</li>
<li>To fill in areas of sparseness, use the tip of the brush to apply the formula directly onto the skin, then blend the product through the brow.</li>
</ul>","Glamazle","Makeup","","Makeup,face,eyeliner","ABH01-01125","","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/s/c/screen_shot_2019-03-10_at_2.46.55_pm.png","50","g","Anastasia"
"Anastasia DipBrow Gel - Ebony","<p><span>Anastasia Beverly Hills DIPBROW&reg; Gel is a highly pigmented brow gel with a long-lasting, waterproof formula for creating fuller-looking, defined brows. Like DIPBROW&reg; Pomade in a gel form, DIPBROW&reg; Gel is a real brow filler that delivers full coverage with rich color payoff. The unique formula adheres to brow hairs, builds the appearance of fullness, and dries down to a seamless matte finish.&nbsp;</span></p>
<ul>
<li>To fill brows with color, brush DIPBROW&reg; Gel from the arch and extend toward the tail. Then, fill from the front of the brow toward the arch using the remaining product on the wand. Brush in the direction as hair&rsquo;s natural growth.</li>
<li>For fuller coverage, brush the gel through the brows a second time to create hairlike strokes.</li>
<li>To fill in areas of sparseness, use the tip of the brush to apply the formula directly onto the skin, then blend the product through the brow.</li>
</ul>","Glamazle","Makeup","","Makeup,face,eyeliner","ABH01-01127","","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/s/c/screen_shot_2019-03-10_at_2.48.19_pm.png","50","g","Anastasia"
"Anastasia DipBrow Gel - Auburn","<p><span>Anastasia Beverly Hills DIPBROW&reg; Gel is a highly pigmented brow gel with a long-lasting, waterproof formula for creating fuller-looking, defined brows. Like DIPBROW&reg; Pomade in a gel form, DIPBROW&reg; Gel is a real brow filler that delivers full coverage with rich color payoff. The unique formula adheres to brow hairs, builds the appearance of fullness, and dries down to a seamless matte finish.</span></p>","Glamazle","Makeup","","Makeup,face,eyeliner","ABH01-01129","","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/a/u/auburn_main.jpg","50","g","Anastasia"
"Anastasia DipBrow Gel - Dark Brown","<p><span>Anastasia Beverly Hills DIPBROW&reg; Gel is a highly pigmented brow gel with a long-lasting, waterproof formula for creating fuller-looking, defined brows. Like DIPBROW&reg; Pomade in a gel form, DIPBROW&reg; Gel is a real brow filler that delivers full coverage with rich color payoff. The unique formula adheres to brow hairs, builds the appearance of fullness, and dries down to a seamless matte finish.</span></p>","Glamazle","Makeup","","Makeup,face,eyeliner","ABH01-01126","","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/d/a/darkbrown_main.jpg","50","g","Anastasia"
"Anastasia DipBrow Gel - Chocolate","<p><span>Anastasia Beverly Hills DIPBROW&reg; Gel is a highly pigmented brow gel with a long-lasting, waterproof formula for creating fuller-looking, defined brows. Like DIPBROW&reg; Pomade in a gel form, DIPBROW&reg; Gel is a real brow filler that delivers full coverage with rich color payoff. The unique formula adheres to brow hairs, builds the appearance of fullness, and dries down to a seamless matte finish.</span></p>","Glamazle","Makeup","","Makeup,face,eyeliner","ABH01-01130","","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/c/h/chocolate_main.jpg","50","g","Anastasia"
"Anastasia Dewy Set Setting Spray","<div id='details' class='product-details-info'>
<div class='long-description'>
<div class='tab-content'>Anastasia Beverly Hills Dewy Set Setting Spray is a coconut-vanilla-scented setting spray that seamlessly blends products together as it sets makeup&mdash;leaving the complexion with a dewy (never oily), radiant finish. This gentle mist is ideal for those with dry skin or those who want to achieve the ultimate dewy glow.</div>
</div>
</div>
<div class='tab-wrapper desktop-only-view'>&nbsp;
<ul>
<li>Use Dewy Set to prep, fix or finish makeup throughout application.</li>
<li>Apply to clean skin to prep or after makeup application to finish or refresh the complexion.</li>
<li>Mist face in a &ldquo;T&rdquo; and &ldquo;X&rdquo; formation. Keep out of eyes.</li>
</ul>
</div>","Glamazle","Makeup","","Makeup,face,eyeliner","ABH01-48400","","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/d/e/dewyset2.jpg","50","g","Anastasia"
"Anastasia Shimmer Body Oil","<p><span>Anastasia Beverly Hills Shimmer Body Oil is a luxe, lightweight body oil that gives skin a sun-kissed glow. This rich, luxurious formula leaves skin with a touchable, silky-soft feel, features a delicate coconut-vanilla scent and has a pearlescent reflect that illuminates the skin with a golden glow. Shake well prior to use.</span></p>
<p><span>HOW TO APPLY</span></p>
<div class='dropdown-content'>
<ul>
<li>Shake well prior to use. Mist oil onto application area and allow to dry on its own or blend into skin until desired level of intensity is achieved.</li>
<li>Safe for use on the body. Avoid use around the face and eye area.</li>
</ul>
</div>","Glamazle","Makeup","","Makeup,face,eyeliner","ABH01-48402","","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/s/h/shimmerbodyoil_main.jpg","50","g","Anastasia"
"Anastasia Eye Primer","<p><span>Anastasia Beverly Hills&nbsp;</span><span>Eye Primer</span><span>&nbsp;is a water-resistant eye primer that features a light-colored base to create the perfect base for matte and shimmer&nbsp;</span>eyeshadows<span>&nbsp;and pressed pigments. The cream formula glides on effortlessly and helps to ensure smooth, blendable application and smudge-free wear of&nbsp;</span>eye makeup<span>. The eye primer&rsquo;s light-colored base helps to enhance vibrancy and color payoff of eyeshadows and pressed pigments.&nbsp;</span></p>
<p>&nbsp;</p>
<p><span>HOW TO APPLY</span></p>
<div class='dropdown-content'>
<ul>
<li>A little amount of&nbsp;<span>Eye Primer</span>&nbsp;goes a long way. Prior to&nbsp;<span>eye makeup application</span>, dispense just a tiny amount of eye primer and smooth over entire lid. You can apply&nbsp;<span>Eye Primer</span>&nbsp;using your fingertips or a small concealer&nbsp;<span>makeup brush</span>.</li>
</ul>
<span>Pro Tips:</span>
<ul>
<li>Can be worn alone for a natural-looking&nbsp;<span>eye look</span>.</li>
<li>Mix&nbsp;<span>Eye Primer</span>&nbsp;with your favorite eyeshadow shades to create a custom cream eyeshadow.</li>
</ul>
</div>","Glamazle","Makeup","","Makeup,face,eyeliner","ABH01-11000","","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/e/y/eyeprimer_main.jpg","50","g","Anastasia"
"Anastasia Liquid Liner","<p><span>Anastasia Beverly Hills&nbsp;</span><span>Liquid Liner</span><span>&nbsp;is a waterproof, highly pigmented, true-black matte liquid&nbsp;</span>eyeliner<span>&nbsp;that glides on evenly and delivers precise lines with ease. </span></p>
<p><span>Featuring a soft felt-tip precision applicator, this liner lets you flawlessly create any&nbsp;</span>eye makeup<span>&nbsp;look you desire&mdash;from sharp thin lines to dramatic bold lines without skipping or running.&nbsp;</span></p>
<p><span>HOW TO APPLY</span></p>
<div class='dropdown-content'>
<ul>
<li>Shake well before use.</li>
<li>With light pressure, use the felt tip applicator to create sharp, precise lines. With more pressure, use the flat side of the applicator to create bolder, thicker lines.</li>
</ul>
<span>Pro Tips:</span>
<ul>
<li>When not in use, always keep the cap on tightly and the component standing upright (with the felt tip liner facing down) so product is always ready to apply.</li>
<li>To ensure a precise application every time, wipe off the brush tip with a damp tissue to clean the brush between uses.</li>
<li>For a winged eyeliner look, begin by dotting along the lash line to map out the direction of the liner. First draw the tail end, creating a line that extends from the lash line outward. Then, draw a straight line starting at the center of the lid and connecting to the tail line. Line the lash line from the center of the lid toward the inner corner. Finish by filling in your outline to complete the look.</li>
<li>Can be used on the face and body to create detailed line work.</li>
</ul>
</div>","Glamazle","Makeup","","Makeup,face,eyeliner","ABH01-21422","","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/f/a/fa19_liquidliner12124_cap_shadow_fin_optimized.jpg","50","g","Anastasia"
"Anastasia Loose Setting Powder - Translucent","<p><span>Anastasia Beverly Hills&nbsp;</span><span>Loose Setting Powder</span><span>&nbsp;perfects, brightens and sets&nbsp;</span>makeup<span>&nbsp;in place with ease.</span></p>
<p><span> This lightweight, superfine powder formula goes on smoothly as it absorbs oil, minimizes shine and leaves you with a flawless matte finish. </span></p>
<p><span>Available in 4 natural-toned shades and 1 universal translucent powder shade, this silky formula gives the complexion a seamless, soft-focus effect, blurs the look of imperfections and extends the wear of your makeup.</span></p>
<p><span>HOW TO APPLY</span></p>
<div class='dropdown-content'>
<ul>
<li>After perfecting the complexion with&nbsp;<span>foundation</span>, set the look with this finely milled setting powder. First, tap a small amount of the powder into the lid. Next, saturate the side of a makeup sponge or powder brush with the powder, tap off the excess and then lightly press and roll in areas you want to set. Focus on the T-zone and under-eye area.</li>
<li>For a natural set, dust powder over the face using a large powder brush.</li>
<li>For oily skin, use a small powder brush or&nbsp;<span>A23 Pro Brush</span>&nbsp;to press powder into the skin in areas that tend to experience excess shine.</li>
</ul>
</div>
<p>&nbsp;</p>","Glamazle","Makeup","","Makeup,face,eyeliner","ABH01-25000","","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/t/r/translucent_14286_fin_optimized.jpg","50","g","Anastasia"
"Anastasia Falses Lashes - Snasy","<p><span>Anastasia Beverly Hills&nbsp;</span><span>False Lashes</span><span>&nbsp;are premium-quality lashes that provide comfortable wear and deliver maximum impact. These lightweight, high-quality lashes are easy to apply and adhere to the lash line in seconds. Add volume, length and thickness to your lash look with ease (making mascara optional). Fashion is a set of sophisticated full-strip synthetic lashes with natural-looking, sexy length&mdash;yet they remain undetectable as they blend in with your natural lash line. Provides up to 20 wears.</span></p>
<p><span>HOW TO APPLY</span></p>
<div class='dropdown-content'>
<ul>
<li>APPLYING YOUR LASHES: Place a small amount of lash adhesive onto a metal mixing plate. Allow the adhesive to get tacky (about 1 minute). Then, dip the tail end of a pair of tweezers into the adhesive and apply the adhesive to the band of your&nbsp;<span>False Lashes</span>&nbsp;with control. Wait another 30 seconds. Holding your&nbsp;<span>False Lashes</span>&nbsp;at the center, gently press the false eyelashes onto the center of your upper lash line. Then, press down the outer edges of the lash band onto your lash line. Allow&nbsp;<span>False Lashes</span>&nbsp;to dry in place. For a more seamless lash look, secure your application by gently pinching the lash band and your lash line together.</li>
<li>REMOVING YOUR LASHES: Use your fingers to gently pull the band of the&nbsp;<span>False Lashes</span>&nbsp;starting from the outer corner and moving toward the center of your face. Be sure not to pull the faux lashes themselves to avoid tear. Avoid touching your natural lashes.</li>
<li>CLEANING YOUR LASHES: Immediately clean your&nbsp;<span>False Lashes</span>&nbsp;after use. Gently remove the adhesive by lightly massaging the lash band with your fingertip. To remove any excess adhesive that may remain on the band, first lay the lashes on a flat surface, then use a clean cotton swab dipped in a small amount of micellar water and gently wipe along the lash band. If any adhesive remains along your lash line, use a clean cotton swab dipped in a small amount of micellar water and gently wipe to remove.</li>
<li>STORING YOUR LASHES: When not in use, return your&nbsp;<span>False Lashes</span>&nbsp;to their storage case to keep them protected and to help maintain their proper shape. This also helps ensure your faux lashes go on seamlessly the next time you apply.</li>
</ul>
<span>Pro Tips:</span>
<ul>
<li>To help extend the life of your&nbsp;<span>False Lashes</span>, apply mascara to your natural lashes before your faux lash application to prevent too much product from getting on your&nbsp;<span>False Lashes</span>.</li>
</ul>
</div>","Glamazle","Makeup","","Makeup,face,eyeliner","ABH01-10014","","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product/s/n/snasy_1_2000x2000_fin_optimized.jpg","50","g","Anastasia"
