title,description,Vendor,Product Category,Tags,Variant SKU,Image Src,Variant weight,Variant Weight Unit,Brand
"CeraVe Hydrating Facial Cleanser 16FL OZ","<p>A hydrating cleanser can remove dirt, makeup and other debris. It’s important to choose a formula that won’t disrupt the skin’s natural protective barrier or strip the skin of its natural moisture. CeraVe Hydrating Facial Cleanser is a gentle&nbsp;face wash&nbsp;with ingredients like&nbsp;ceramides&nbsp;which reinforce the barrier and help the skin lock in moisture, along with&nbsp;hyaluronic acid&nbsp;that attracts hydration to the skin’s surface.</p>
<p>CeraVe Hydrating Cleanser was developed with dermatologists to cleanse and refresh the skin without over-stripping it or leaving it feeling tight and dry. Featuring three types of essential ceramides to restore the skin’s barrier and hydrating hyaluronic acid, this non-comedogenic face wash is an effective yet non-irritating way to start off any skincare regimen for normal to dry skin—and it uses&nbsp;MVE Delivery Technology&nbsp;to supply the skin with a steady stream of nourishment throughout the day and night.</p>
<ul>
<li>Suitable for normal to dry skin</li>
<li>MVE Technology: This patented delivery system continually releases moisturizing ingredients for 24-hour hydration</li>
<li>Ceramides: Essential for healthy skin, ceramides help restore and maintain the skin’s natural barrier</li>
<li>Hyaluronic acid: This ingredient attracts hydration to the skin’s surface and helps the skin retain moisture</li>
<li>Non-comedogenic, non-irritating and fragrance-free</li>
</ul>
<p>&nbsp;</p>
<p>HOW TO USE</p>
<div id='tabs-3' class='ui-tabs-panel ui-widget-content ui-corner-bottom' role='tabpanel' aria-labelledby='ui-id-1' aria-hidden='false'>
<div class='row'>
<ul>
<li>Wet skin with lukewarm water</li>
<li>Massage cleanser into skin in a gentle, circular motion</li>
<li>Rinse</li>
</ul>
</div>
</div>
<p><iframe width='100%' height='315' src='https://www.youtube.com/embed/ebl5LLtuQe4' title='YouTube video player' frameborder='0' allow='accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture' allowfullscreen></iframe></p>","Glamazle","Makeup","Makeup,face,eyeliner","3606000537675","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product//c/e/cerave-1.jpg","50","g","CeraVe"
"CeraVe Hydrating Facial Cleanser 12FL OZ","<p>A hydrating cleanser can remove dirt, makeup and other debris. It’s important to choose a formula that won’t disrupt the skin’s natural protective barrier or strip the skin of its natural moisture. CeraVe Hydrating Facial Cleanser is a gentle&nbsp;face wash&nbsp;with ingredients like&nbsp;ceramides&nbsp;which reinforce the barrier and help the skin lock in moisture, along with&nbsp;hyaluronic acid&nbsp;that attracts hydration to the skin’s surface.</p>
<p>CeraVe Hydrating Cleanser was developed with dermatologists to cleanse and refresh the skin without over-stripping it or leaving it feeling tight and dry. Featuring three types of essential ceramides to restore the skin’s barrier and hydrating hyaluronic acid, this non-comedogenic face wash is an effective yet non-irritating way to start off any skincare regimen for normal to dry skin—and it uses&nbsp;MVE Delivery Technology&nbsp;to supply the skin with a steady stream of nourishment throughout the day and night.</p>
<ul>
<li>Suitable for normal to dry skin</li>
<li>MVE Technology: This patented delivery system continually releases moisturizing ingredients for 24-hour hydration</li>
<li>Ceramides: Essential for healthy skin, ceramides help restore and maintain the skin’s natural barrier</li>
<li>Hyaluronic acid: This ingredient attracts hydration to the skin’s surface and helps the skin retain moisture</li>
<li>Non-comedogenic, non-irritating and fragrance-free</li>
</ul>
<p>&nbsp;</p>
<p>HOW TO USE</p>
<div id='tabs-3' class='ui-tabs-panel ui-widget-content ui-corner-bottom' role='tabpanel' aria-labelledby='ui-id-1' aria-hidden='false'>
<div class='row'>
<ul>
<li>Wet skin with lukewarm water</li>
<li>Massage cleanser into skin in a gentle, circular motion</li>
<li>Rinse</li>
</ul>
</div>
</div>","Glamazle","Makeup","Makeup,face,eyeliner","CVE-53769","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product//g/u/guest_e9864eb6-d8de-405e-8d8b-c7f7f903b212.jpg","50","g","CeraVe"
"CeraVe Vitamin C Serum with Hyaluronic Acid","<p>Developed with dermatologists, this unique formula - with 3 essential ceramides &amp; 10% pure vitamin C - visibly brightens while helping to restore the protective skin barrier. CeraVe Skin Renewing Vitamin C Face Serum has a potent antioxidant L-Ascorbic acid (the purest form of vitamin C)that helps to even skin tone and continuously brighten while helping to defend against free radicals, providing antioxidant benefits. This face serum has a gentle, lightweight formula helps restore the protective skin barrier and improve skin hydration, leaving skin soft, radiant, and healthy-looking. Skin appears visibly brighter and even toned with improved texture.<br><br>How to Use:<br>1. Apply face serum evenly to face and neck daily.<br>2. Avoid eye area. If contact with eyes occurs, rinse thoroughly with water.<br>3. Store in a cool, dark place.<br>CeraVe Skin Renewing Vitamin C Serum can be used alone or layered under moisturizer.</p>
<p>&nbsp;</p>","Glamazle","Makeup","Makeup,face,eyeliner","3606000512351","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product//c/e/cerave-1_1.jpg","50","g","CeraVe"
"CeraVe Acne Foaming Cleanser","<div class='pdp-heading'>
<div data-tag-wrapper='' data-tag-category='product detail page' data-tag-label='Acne Foaming Cream Cleanser' data-tag-action='add rating' data-tag-ecommerce='undefined'>
<div>
<div data-bv-show='rating_summary' data-bv-product-id='acnefoamcrmcl' data-bv-ready='true'>
<div class='bv_main_container'>Acne&nbsp;is a common skin concern at any age, spanning from the teen years to adulthood. An effective acne cleanser is the first step in your&nbsp;anti-acne regimen, and it sets the stage for other products that follow, including over-the-counter and prescription-based treatments.&nbsp;</div>
</div>
</div>
</div>
</div>
<div data-tag-product-identifier='' data-tag-product-currency='USD' data-tag-product-name='Acne Foaming Cream Cleanser' data-tag-product-id='acnefoamcrmcl' data-tag-product-brand='CER' data-tag-product-list='PDP: Result Card Products' data-tag-product-dimension35='5 fl oz' data-tag-product-dimension38='4.4' data-tag-product-dimension39='in stock' data-tag-product-dimension49='not present' data-tag-product-dimension59='175' data-tag-product-metric5='0'>
<p class='product-details__main-benefit'>The new CeraVe Acne Foaming Cream Cleanser is formulated to thoroughly dissolve dirt and excess oil, while clearing acne with 4% benzoyl peroxide. Our formula also features&nbsp;hyaluronic acid&nbsp;to help retain your skin’s natural moisture and&nbsp;niacinamide&nbsp;to provide you with soothing benefits, while allowing your skin to heal.</p>
<p class='product-details__main-benefit'>Developed with dermatologists, our cleanser clears your acne breakouts and helps prevent new blemishes from forming. Gentle on your skin, CeraVe Acne Foaming Cream Cleanser&nbsp;helps maintain the skin’s barrier with three essential ceramides, leaving your skin feeling soft and comfortable, while reducing acne without dryness or flaking.</p>
<p class='product-details__main-benefit'><strong>HOW TO USE:</strong>&nbsp;</p>
<ul>
<li>Use every morning and evening</li>
<li>Apply a dime-size amount to damp skin and gently massage, avoiding the eye area</li>
<li>Rinse well</li>
<li>Use acne face wash on entire affected area one to two times daily</li>
<li>Because excessive drying of the skin may occur, start with one application daily, then gradually increase to two times daily if needed or as directed by a doctor</li>
<li>If bothersome dryness or peeling occurs, reduce application to once a day or every other day</li>
<li>If going outside, apply sunscreen after using this product. If irritation or sensitivity develops, stop use of both products or ask a doctor</li>
</ul>
</div>","Glamazle","Makeup","Makeup,face,eyeliner","3606000512238","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product//5/1/51y-pg6uzll._sl1000_.jpg","50","g","CeraVe"
"CeraVE Salicylic Acid Cleanser 16oz","<p>Exfoliation is key for healthy, smooth skin. We recommend a salicylic acid cleanser as a gentle way to exfoliate. In addition to effectively&nbsp;cleansing&nbsp;the skin to remove oil, dirt and makeup, this multi-tasking product also helps sweep away dead cells, improves dryness and softens rough skin. A salicylic acid cleanser enhanced with&nbsp;barrier-strengthening&nbsp;ingredients like&nbsp;ceramides&nbsp;such as CeraVe Renewing SA Cleanser can yield even better benefits by helping keep moisture in the skin while keeping irritants out.</p>
<p>CeraVe Renewing SA Cleanser provides gentle, non-irritating exfoliation without harsh microbeads or grains that can scratch or injure the skin. Suitable for the face and body as well as acne-prone and psoriasis-prone skin, this salicylic acid cleanser does more than just exfoliate skin—it softens and helps restore the skin’s natural barrier with three essential ceramides, hydrates with hyaluronic acid and soothes the skin with&nbsp;niacinamide. This formula is also non-comedogenic, fragrance-free and enriched with vitamin D for extra antioxidant protection.</p>
<ul>
<li>Effectively cleanses to remove dirt, oil and makeup</li>
<li>Salicylic acid exfoliates for soft, smooth skin</li>
<li>Enriched with vitamin D for antioxidant protection</li>
<li>Ceramides: Essential for healthy skin, ceramides help restore and maintain the skin’s natural barrier</li>
<li>Hyaluronic acid: This ingredient attracts hydration to the skin’s surface and helps the skin retain moisture</li>
<li>Niacinamide: Helps repair a compromised skin barrier while improving the appearance of the skin</li>
<li>Non-comedogenic, non-irritating and fragrance-free</li>
</ul>
<p><strong>How to Use</strong> -&nbsp;</p>
<ul>
<li>Wet skin with lukewarm water</li>
<li>Massage cleanser into skin in a gentle, circular motion</li>
<li>Rinse</li>
</ul>","Glamazle","Makeup","Makeup,face,eyeliner","3606000560994","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product//5/1/51vz8dopctl._sl1000_.jpg","50","g","CeraVe"
"CeraVe Moisturizing Cream 12oz","<p>A compromised skin barrier can lead to dryness and itching—and aggravate skin conditions like eczema and psoriasis. A moisturizing cream can help reinforce the skin barrier with hydrating&nbsp;ingredients&nbsp;such as&nbsp;hyaluronic acid, or a&nbsp;ceramide cream&nbsp;that replenishes essential skin barrier components.</p>
<p>CeraVe Moisturizing Cream acts as both by effectively hydrating as it helps restore the skin’s protective barrier. Developed with dermatologists and ideal for dry and very dry skin on the face and body, this rich, non-greasy, fast-absorbing moisturizing cream features patented MVE Delivery Technology to release a steady stream of hyaluronic acid and three essential ceramides throughout the day and night. Suitable for sensitive skin, this oil-free and fragrance-free ceramide cream also helps the skin hold on to moisture while improving its look and feel.</p>
<ul>
<li>Suitable for dry and very dry skin on the face and body</li>
<li>MVE Technology: This patented delivery system continually releases moisturizing ingredients for 24-hour hydration</li>
<li>Ceramides: Essential for healthy skin, ceramides help restore and maintain the skin’s natural barrier</li>
<li>Hyaluronic acid: This ingredient attracts hydration to the skin’s surface and helps the skin retain moisture</li>
<li>Non-comedogenic, oil-free, hypoallergenic, fragrance-free and suitable for sensitive skin</li>
<li>Developed with dermatologists</li>
</ul>
<p>&nbsp;</p>
<p>HOW TO USE</p>
<p>Apply liberally as often as needed, or as directed by a physician.</p>","Glamazle","Makeup","Makeup,face,eyeliner","3606000537729","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product//c/e/cerave-moisturizing-cream-12-oz.jpg","50","g","CeraVe"
"CeraVe AM Facial Moisturizing Lotion with Sunscreen SPF30 2oz","<p>A hydrating face lotion is a key morning skincare step—and a&nbsp;moisturizer&nbsp;with SPF is critical for helping to protect the skin from damaging UV rays. For hydration and skin-barrier replenishment that helps the skin hold on to moisture, look for ingredients like&nbsp;hyaluronic acid,&nbsp;niacinamide&nbsp;and&nbsp;ceramides&nbsp;and a non-comedogenic&nbsp;moisturizer&nbsp;like CeraVe AM Facial Moisturizing Lotion with SPF 30 won’t clog pores or cause acne flare-ups.</p>
<p>CeraVe AM Facial Moisturizer is a morning skincare multitasker. Featuring three essential ceramides, hydrating hyaluronic acid and soothing niacinamide, this face lotion uses patented MVE Delivery Technology to supply much-needed moisture and nourishment throughout the day. Offering Broad Spectrum sunscreen, this&nbsp;moisturizer&nbsp;with SPF 30 features InVisibleZinc™ Technology (microfine&nbsp;zinc oxide) that spreads easily and evenly while leaving a residue-free clear finish. And because this non-comedogenic&nbsp;moisturizer&nbsp;formula won’t clog pores, it’s ideal for all skin types.</p>
<ul>
<li>Provides Broad Spectrum SPF 30 sunscreen with InVisibleZinc™ Technology</li>
<li>MVE Technology: This patented delivery system continually releases moisturizing ingredients for all day hydration</li>
<li>Ceramides: Essential for healthy skin, ceramides help restore and maintain the skin’s natural barrier</li>
<li>Hyaluronic acid: This ingredient attracts hydration to the skin’s surface and helps the skin retain moisture</li>
<li>Niacinamide: Helps the skin barrier and calms the skin</li>
<li>Non-comedogenic, allergy tested, oil-free and fragrance-free</li>
<li>Developed with dermatologists</li>
<li>Recommended by The Skin Cancer Foundation</li>
</ul>
<p>&nbsp;</p>
<p>HOW TO USE</p>
<ul>
<li>Unlock the pump for first time use by twisting it to the left and pressing down several times until the product comes out.&nbsp;<em>Note: You may actually have to press down on the pump as many as 10-20 times to initially begin dispensing lotion.</em></li>
<li>Apply liberally 15 minutes before sun exposure</li>
<li>Reapply at least every 2 hours</li>
<li>Use a water resistant sunscreen if swimming or sweating</li>
<li>Children under 6 months of age, ask a doctor</li>
</ul>
<p>Sun Protection Measures: Spending time in the sun increases your risk of skin cancer and early skin aging. To decrease this risk regularly use a sunscreen with a Broad Spectrum SPF value of 15 or higher and other sun protection measures including:</p>
<ul>
<li>Limit time in the sun, especially from 10 a.m.-2 p.m.</li>
<li>Wear long-sleeved shirts, pants, hats and sunglasses</li>
</ul>","Glamazle","Makeup","Makeup,face,eyeliner","3606000534674","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product//c/e/cerave-spf30-1.jpg","50","g","CeraVe"
"CeraVe Eye Repair Cream for Dark Circles and Puffiness","<p class='product-details__description'>When it comes to the skin around the eyes, puffiness and dark circles are some of the most common concerns. Fortunately, the right eye cream can help smooth and brighten this delicate skin to help you look your best. Look for an eye cream formulated with&nbsp;ceramides,&nbsp;hyaluronic acid&nbsp;and&nbsp;niacinamide&nbsp;to deliver hydration while also restoring the skin’s natural barrier. It’s also important to use a product that is ophthalmologist-tested for safety, like CeraVe Eye Repair Cream, which is suitable for use around the eyes.</p>
<p class='product-details__description'>CeraVe Eye Repair Cream features a Marine &amp; Botanical Complex to help brighten the entire eye area. Suitable for all skin types, our non-greasy, fast-absorbing, fragrance-free eye cream also contains three essential ceramides, hyaluronic acid and niacinamide, plus patented MVE Delivery Technology that releases of moisture for prolonged skin hydration</p>
<div class='accordion__title'>
<p>BENEFITS</p>
</div>
<div id='accordion-benefits-6419' class='accordion__content'>
<ul>
<li>Reduce the appearance of dark circles and eye puffiness</li>
<li>Non-greasy, fast-absorbing formula</li>
<li>Suitable for all skin types</li>
<li>MVE Technology: This patented delivery system continually releases moisturizing ingredients for all day hydration</li>
<li>Ceramides: Help restore and maintain the skin’s natural barrier</li>
<li>Hyaluronic acid: Helps retain the skin’s natural moisture</li>
<li>Niacinamide: Helps calm the skin</li>
</ul>
<div class='accordion__title'>
<div class='icon-trigger icon-trigger--turn'>How to Use</div>
</div>
<div id='accordion-how-to-use-6624' class='accordion__content'>
<ul>
<li>Apply in small dots around the eye area</li>
<li>Gently smooth until thoroughly absorbed</li>
<li>Use alone or under makeup once or twice a day in the AM and/or PM</li>
</ul>
<p>Ingredients:</p>
<p>AQUA / WATER / EAU, NIACINAMIDE, CETYL ALCOHOL, CAPRYLIC/CAPRIC TRIGLYCERIDE, GLYCERIN, PROPANEDIOL, ISONONYL ISONONANOATE, JOJOBA ESTERS, PEG-20 METHYL GLUCOSE SESQUISTEARATE, CETEARYL ALCOHOL, DIMETHICONE, METHYL GLUCOSE SESQUISTEARATE, ASPARAGOPSIS ARMATA EXTRACT, CERAMIDE NP, CERAMIDE AP, POTASSIUM SORBATE, CERAMIDE EOP, SORBITOL, CARBOMER, ZINC CITRATE, BEHENTRIMONIUM METHOSULFATE, TRIETHANOLAMINE, ALOE BARBADENSIS LEAF EXTRACT, SODIUM LAUROYL LACTYLATE, SODIUM HYDROXIDE, EQUISETUM ARVENSE EXTRACT, SODIUM HYALURONATE, CHOLESTEROL, PHENOXYETHANOL, PRUNUS AMYGDALUS DULCIS OIL / SWEET ALMOND OIL, TOCOPHEROL, ASCOPHYLLUM NODOSUM EXTRACT, LAURETH-4, HYDROGENATED VEGETABLE OIL, TETRASODIUM EDTA, MALTODEXTRIN, PHYTOSPHINGOSINE, XANTHAN GUM, BUTYLENE GLYCOL, ETHYLHEXYLGLYCERIN, CHRYSANTHELLUM INDICUM EXTRACT</p>
</div>
</div>","Glamazle","Makeup","Makeup,face,eyeliner","3606000537613","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product//e/y/eyerepair-1.jpg","50","g","CeraVe"
"CeraVe Foaming Cleanser Bar for Oily Skin","<p class='product-details__description'>Bar soap is a convenient option for those who prefer a&nbsp;cleanser&nbsp;that can be used on both the&nbsp;face&nbsp;and&nbsp;body. However, some soaps are not appropriate&nbsp;cleansers for oily skin, because harsh detergents can cause irritation or trigger more oil production. This is why it’s important to choose a formula designed with this skin type in mind, such as a non-comedogenic, soap-free&nbsp;foam cleanser&nbsp;for oily skin.</p>
<p class='product-details__description'>Developed with dermatologists, CeraVe Foaming Cleanser Bar is an effective cleanser for normal to oily skin on the face and body that thoroughly removes dirt and excess oil. With kaolin clay,&nbsp;niacinamide,&nbsp;hyaluronic acid&nbsp;and three essential&nbsp;ceramides, this gentle daily cleansing bar absorbs excess oil, provides the skin with essential moisture that won’t clog pores and helps maintain the skin’s protective barrier. Soap-free, fragrance-free, paraben-free and non-drying, it offers the benefits of a non-comedogenic foam cleanser for oily skin in an easy-to-use bar form—and leaves skin feeling fresh and clean, not tight or dry.</p>
<div class='accordion__title'>
<p>BENEFITS</p>
</div>
<div id='accordion-benefits-964' class='accordion__content'>
<ul>
<li>Suitable for normal to oily skin</li>
<li>Ceramides: Help restore and maintain the skin’s natural barrier</li>
<li>Kaolin clay: Helps absorb excess oil</li>
<li>Hyaluronic acid: Helps retain skin’s natural moisture</li>
<li>Niacinamide: Helps soothe the skin</li>
<li>Soap-free</li>
</ul>
<div class='accordion__title'>
<p>HOW TO USE</p>
</div>
<div id='accordion-how-to-use-5944' class='accordion__content'>
<ul>
<li>Wet skin with lukewarm water</li>
<li>Massage cleanser into skin in a gentle, circular motion</li>
<li>Rinse well</li>
<li>Avoid direct contact with eyes</li>
</ul>
</div>
</div>","Glamazle","Makeup","Makeup,face,eyeliner","3606000559554","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product//f/o/foamingsoap-1.jpg","50","g","CeraVe"
"CeraVe Hydrating Cleansing Bar for Normal to Dry Skin","<p class='product-details__description'>Bar soap is easy and convenient to use—and it can also be a source of hydration and other beneficial ingredients for the skin. You just need to know what to look for. With a formula that's non-comedogenic, your&nbsp;cleanser&nbsp;bar won't clog your pores—and with one, that contains&nbsp;ceramides&nbsp;and&nbsp;hyaluronic acid, like CeraVe Hydrating Cleanser Bar, it can also hydrate and restore the skin’s barrier.</p>
<p class='product-details__description'>Suitable for normal to dry skin, the CeraVe Hydrating Cleanser Bar was developed with dermatologists to effectively remove dirt, oil and makeup without disrupting the natural skin barrier. In addition to three essential ceramides and hyaluronic acid, this soap-free cleanser bar also features 5% CeraVe Moisturizing Cream and patented&nbsp;MVE Delivery Technology&nbsp;to release a steady stream of hydration for 24-hours.</p>
<div class='accordion__title'>
<p>BENEFITS</p>
</div>
<div id='accordion-benefits-815' class='accordion__content'>
<ul>
<li>Suitable for normal to dry skin</li>
<li>Gently removes dirt, oil and makeup without disrupting the skin’s natural protective barrier</li>
<li>MVE Technology: This patented delivery system continually releases moisturizing ingredients for 24-hour hydration</li>
<li>Ceramides: Help restore and maintain the skin’s natural barrier</li>
<li>Hyaluronic acid: Helps retain the skin’s natural moisture</li>
<li>Non-comedogenic and fragrance-free</li>
</ul>
<div class='accordion__title'>
<p>HOW TO USE</p>
</div>
<div id='accordion-how-to-use-2027' class='accordion__content'>
<ul>
<li>Wet bar and work into a lather</li>
<li>Massage onto skin</li>
<li>Rinse</li>
</ul>
</div>
</div>","Glamazle","Makeup","Makeup,face,eyeliner","3606000537682","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product//h/y/hydratingbar-1.jpg","50","g","CeraVe"
"CeraVe Hydrating Cream-to-Foam Face Cleanser 16Oz","<p class='product-details__description'>Facial cleansers&nbsp;are designed to remove dirt, oil, pollution, daily sunscreen and makeup, but it’s important to choose a formula that addresses the needs of specific skin types without disrupting the skin’s natural barrier. Those with&nbsp;dry skin&nbsp;can enjoy the benefits of both a&nbsp;cream cleanser&nbsp;that hydrates and&nbsp;foaming&nbsp;formula that provides a refreshing skin feel—without having to choose between the two.</p>
<p class='product-details__description'>Developed with dermatologists, CeraVe Hydrating Cream-to-Foam Cleanser begins as a cream before transforming to a soft foam when you begin to lather it on the skin with water, and effectively removes dirt and makeup without stripping the skin’s natural moisture or leaving it feeling tight and dry. This gentle, fragrance-free formula features three essential&nbsp;ceramides, amino acids and&nbsp;hyaluronic acid, which work together to help maintain the skin barrier and lock in moisture.</p>
<div class='accordion__title'>
<p>BENEFITS</p>
</div>
<div id='accordion-benefits-9844' class='accordion__content'>
<ul>
<li>Amino acid-based surfactant: This mild cleansing ingredient transforms the cream face wash into a delicate foam that gently yet effectively removes dirt, oil and makeup</li>
<li>Ceramides: Help restore and maintain the skin’s natural barrier</li>
<li>Hyaluronic acid: Helps retain skin’s natural moisture</li>
<li>Amino acids: Help support skin's Natural Moisturizing Factors (NMF), known to attract and retain moisture.</li>
<li>MVE Technology: This patented delivery system continually releases moisturizing ingredients over time</li>
<li>Suitable for normal-to-dry skin, sensitive skin and contact lens wearers</li>
<li>Non-comedogenic, fragrance-free, allergy-tested and pH balanced</li>
<li>Developed with dermatologists</li>
</ul>
<div class='accordion__title'>
<p>HOW TO USE</p>
</div>
<div id='accordion-how-to-use-976' class='accordion__content'>
<ul>
<li>Wet skin with lukewarm water</li>
<li>Massage cleanser into skin in a gentle, circular motion</li>
<li>Rinse well</li>
<li>Avoid direct contact with eyes</li>
<li>If contact occurs, rinse thoroughly with water</li>
</ul>
</div>
</div>","Glamazle","Makeup","Makeup,face,eyeliner","3606000559912","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product//c/r/creamfoam-1.jpg","50","g","CeraVe"
"CeraVe PM Facial Moisturizing Lotion for Nighttime - 3Oz","<p class='product-details__main-benefit'><strong>Night cream with niacinamide</strong></p>
<div class='product-details__description'>
<p class='product-details__description'>Your skin needs moisture around the clock, but it may need other things too—like soothing. With a night cream containing niacinamide, which can help calm the skin while you sleep, plus hyaluronic acid and ceramides, you can help your skin hold on to moisture and restore the skin's barrier all while you sleep. CeraVe PM Facial Moisturizing Lotion is formulated with all three of these ingredients and won’t clog pores or cause acne flare-ups.</p>
<p class='product-details__description'>CeraVe PM Facial Moisturizer features three essential ceramides, hyaluronic acid and niacinamide in an oil-free, non-comedogenic formula that can hydrate and calm the skin while helping to restore the skin’s natural barrier. This rich, yet lightweight night cream uses our patented MVE Delivery Technology to deliver a steady stream of much-needed moisture throughout the night.</p>
<p class='product-details__description'>Suitable for normal to oily skin.</p>
<p class='product-details__description'><strong>HOW TO USE</strong>:</p>
<ul>
<li>Unlock the pump for first time use by twisting it to the left and pressing down several times until the product comes out.&nbsp;<em>Note: You may actually have to press down on the pump as many as 10-20 times to initially begin dispensing lotion.</em></li>
<li>Apply liberally to the face and neck at night, or as directed by a physician</li>
</ul>
</div>","Glamazle","Makeup","Makeup,face,eyeliner","3606000537453","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product//c/e/cerave_pm-facial-moisturizing-lotion-3oz_front-700x875-v2.jpg","50","g","CeraVe"
"CeraVe PM Facial Moisturizing Lotion for Nighttime - 2Oz","<p class='product-details__main-benefit'><strong>Night cream with niacinamide</strong></p>
<div class='product-details__description'>
<p class='product-details__description'>Your skin needs moisture around the clock, but it may need other things too—like soothing. With a night cream containing niacinamide, which can help calm the skin while you sleep, plus hyaluronic acid and ceramides, you can help your skin hold on to moisture and restore the skin's barrier all while you sleep. CeraVe PM Facial Moisturizing Lotion is formulated with all three of these ingredients and won’t clog pores or cause acne flare-ups.</p>
<p class='product-details__description'>CeraVe PM Facial Moisturizer features three essential ceramides, hyaluronic acid and niacinamide in an oil-free, non-comedogenic formula that can hydrate and calm the skin while helping to restore the skin’s natural barrier. This rich, yet lightweight night cream uses our patented MVE Delivery Technology to deliver a steady stream of much-needed moisture throughout the night.</p>
<p class='product-details__description'>Suitable for normal to oily skin.</p>
<p class='product-details__description'><strong>HOW TO USE</strong>:</p>
<ul>
<li>Unlock the pump for first time use by twisting it to the left and pressing down several times until the product comes out.&nbsp;<em>Note: You may actually have to press down on the pump as many as 10-20 times to initially begin dispensing lotion.</em></li>
<li>Apply liberally to the face and neck at night, or as directed by a physician</li>
</ul>
</div>","Glamazle","Makeup","Makeup,face,eyeliner","3606000534711","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product//g/u/guest_1b2505d1-cb74-447b-aa53-5761667bf5f8.jpg","50","g","CeraVe"
"CeraVe SA Moisturizing Body Cream for Rough and Bumpy Skin - 16oz","<p>A&nbsp;<strong>salicylic acid cream</strong>&nbsp;is an effective way to&nbsp;<strong>improve skin texture</strong>&nbsp;by exfoliating, softening and smoothing very dry skin. From&nbsp;scaly&nbsp;skin on the legs to bumps on the backs of the arms (and all rough skin in between), smooth skin starts with eliminating dead cells. The ideal&nbsp;<strong>cream for rough skin&nbsp;</strong>contains salicylic acid and lactic acid for gentle exfoliation, hydrating&nbsp;hyaluronic acid, calming&nbsp;niacinamide&nbsp;and barrier-strengthening&nbsp;ceramides&nbsp;to help prevent further moisture loss. We recommend a hypoallergenic, non-irritating moisturizer like CeraVe Cream for&nbsp;rough and bumpy skin&nbsp;to help&nbsp;<strong>improve skin texture</strong>&nbsp;without unwanted side effects.</p>
<p>CeraVe SA Cream for&nbsp;rough and bumpy skin&nbsp;is formulated to effectively smooth and soothe very dry skin. Designed to&nbsp;<strong>improve skin texture</strong>&nbsp;with exfoliating salicylic acid and lactic acid, this&nbsp;<strong>cream for rough skin</strong>&nbsp;also hydrates with hyaluronic acid as it comforts the skin with niacinamide and restores the skin’s natural barrier with three essential ceramides. This potent&nbsp;<strong>cream for bumpy skin</strong>&nbsp;also features patented MVE Delivery Technology for continual release of exfoliating and hydrating ingredients, and the non-irritating&nbsp;<strong>salicylic acid cream</strong>&nbsp;formula is gentle on the skin.</p>
<ul>
<li>Moisturizes, exfoliates and softens dry,&nbsp;rough and bumpy skin</li>
<li><strong>Salicylic acid</strong>&nbsp;and lactic acid gently eliminate dead skin cells</li>
<li>Enriched with vitamin D</li>
<li>MVE Technology: This patented delivery system continually releases moisturizing ingredients for 24-hour hydration</li>
<li>Ceramides: Essential for healthy skin, ceramides help restore and maintain the skin’s natural barrier</li>
<li>Hyaluronic acid: This ingredient attracts hydration to the skin’s surface and helps the skin retain moisture</li>
<li>Niacinamide: Helps a compromised skin barrier while improving the appearance of the skin</li>
<li>Non-comedogenic, hypoallergenic, fragrance-free, dye-free and non-irritating</li>
</ul>
<p>&nbsp;</p>
<p>How to Use -&nbsp;</p>
<ul>
<li>Apply liberally as often as needed, or as directed by a physician</li>
<li>Use sunscreen or other sun protection to prevent sun sensitivity while using this product</li>
<li>Discontinue use if there is any irritation or burning</li>
</ul>","Glamazle","Makeup","Makeup,face,eyeliner","3606000535039","https://stage-glamazle.hyperx.cloud/pub/media/catalog/product//8/1/81tvifmhqdl._sl1500_.jpg","50","g","CeraVe"
