ID,Name,SKU,Price,Quantity,Status,Brand,Cost,Special Price,Availability
"1510","Burberry Weekend for Women 100 ML Eau De Parfum","BB Weekend Women","150.000000","179","Enabled","Burberry","100.000000","139.000000","in stock"
"1512","Bvlgari Aqva Marine 100ml For Him Eau De Toilette","BVL-AQVAM","315.000000","200","Enabled","Bvlgari","210.000000","273.000000","in stock"
"1513","Bvlgari Aqva 100ml For Him Eau De Toilette","AQVA-POUR","330.000000","185","Enabled","Bvlgari","220.000000","286.000000","in stock"
"1514","Bvlgari Man In Black for Men 100 ML Eau De Parfum","BVB-BFM","370.000000","187","Enabled","Bvlgari","245.000000","318.000000","in stock"
"1516","BVLGARI Omnia Crystalline 65ml For Her Eau De Toilette","BVL-OMNIA","280.000000","195","Enabled","Bvlgari","185.000000","241.000000","in stock"
"1544","Too Faced Hangover Replenishing Face Primer","TF1","155.000000","1","Enabled","Too Faced","141.120000","140.000000","in stock"
"1546","House of Lashes - Noir Fairy Black","2681","60.000000","1","Enabled","House of lashes","46.430000","","in stock"
"1557","NYX High Voltage Lipstick-Beam","HVLS07","41.000000","2","Enabled","Nyx","27.110000","15.000000","in stock"
"1559","NYX High Voltage Lipstick-Dahlia","HVLS09","41.000000","2","Enabled","Nyx","27.110000","15.000000","in stock"
"1566","NYX High Voltage Lipstick-Tan-Gerine","HVLS15","41.000000","1","Enabled","Nyx","27.110000","15.000000","in stock"
"1567","NYX High Voltage Lipstick-Free Spirit","HVLS18","41.000000","3","Enabled","Nyx","27.110000","15.000000","in stock"
"1569","NYX High Voltage Lipstick-Rock Star","HVLS22","41.000000","1","Enabled","Nyx","27.110000","15.000000","in stock"
"1596","ColourPop Eyeshadow - Fairfax","CPFairfax","40.000000","1","Enabled","Colourpop","23.960000","15.000000","in stock"
"1618","Love your Hair Organic Argan Shampoo","LYHS","80.000000","11","Enabled","Love Your Hair","40.000000","","in stock"
"1619","Love Your Hair Reconstruct Conditioner","LYHC","75.000000","5","Enabled","Love Your Hair","38.000000","","in stock"
"1620","Love Your Hair Organic Argan TLC Recovery","LYH Treatment","190.000000","3","Enabled","Love Your Hair","110.000000","","in stock"
"1636","China Glaze I Sea The Point 81789"," 81789","36.000000","192","Enabled","China Glaze","22.000000","20.000000","in stock"
"1637","China Glaze Naked 70304 ","70304 ","36.000000","197","Enabled","China Glaze","22.000000","20.000000","in stock"
"1645","ColourPop Eyeshadow - Tink","CPTink","40.000000","1","Enabled","Colourpop","23.960000","15.000000","in stock"
"1649","Elf HD lifting concealer - Medium","83253","21.000000","1","Enabled","Elf","8.810000","","in stock"
"1651","Elf HD lifting concealer - Fair","83251","21.000000","1","Enabled","Elf","8.810000","","in stock"
"1654","China Glaze Make Some Noise Electro 80740","80740","36.000000","195","Enabled","China Glaze","22.000000","20.000000","in stock"
"1656","China Glaze Summer Orange You Hot? Nail Lacquer 80445","80445","36.000000","200","Enabled","China Glaze","22.000000","20.000000","in stock"
"1658","China Glaze Wait N' Sea 81790"," 81790","36.000000","197","Enabled","China Glaze","22.000000","20.000000","in stock"
"1662","China Glaze Peonies & Park Ave 81757","81757","36.000000","19","Enabled","China Glaze","22.000000","20.000000","in stock"
"1671","China Glaze Regular Color Innocence 72025","72025","36.000000","183","Enabled","China Glaze","22.000000","20.000000","in stock"
"1672","China Glaze In A Lily Bit 81762","81762","36.000000","10","Enabled","China Glaze","22.000000","20.000000","in stock"
"1693","Dose of Colors Lipstick - Love Potion","doc-stick-Love Potion","95.000000","0","Enabled","Dose of Colors","66.770000","30.000000","out of stock"
"1721","China Glaze Hunger Games Electrify Nail Lacquers 80623"," 80623","36.000000","199","Enabled","China Glaze","22.000000","20.000000","in stock"
"1722","China Glaze Hunger Games Fast Track Nail Lacquers 80615","80615","36.000000","191","Enabled","China Glaze","22.000000","20.000000","in stock"
"1725","China Glaze Electropop Dance Baby 80744","80744","36.000000","195","Enabled","China Glaze","22.000000","20.000000","in stock"
"1727","China Glaze Electropop Aquadelic 80737","80737","36.000000","191","Enabled","China Glaze","22.000000","20.000000","in stock"
"1728","China Glaze Cirque Worlds Away Surreal Appeal 81122","81122","36.000000","198","Enabled","China Glaze","22.000000","20.000000","in stock"
"1729","China Glaze Poolside Flip Flop Fantasy 80946","80946","36.000000","196","Enabled","China Glaze","22.000000","20.000000","in stock"
"1736","China Glaze Regular Color Flying Dragen 80841","80841","36.000000","193","Enabled","China Glaze","22.000000","20.000000","in stock"
"1761","China Glaze Regular Color For Audrey 77053","77053","36.000000","198","Enabled","China Glaze","22.000000","20.000000","in stock"
"1779","China Glaze Electropop Electric Beat 80736","80736","36.000000","196","Enabled","China Glaze","22.000000","20.000000","in stock"
"1783","China Glaze Summerneons Under The Broadwalk 80440","80440","36.000000","189","Enabled","China Glaze","22.000000","20.000000","in stock"
"1795","Coastal Scents Step One Eye Primer","EP-PR-001","60.000000","4","Enabled","Coastal Scents","45.850000","39.000000","in stock"
"1805","Sonia Kashuk® Bare Minimum Pressed Powder Bronzer 48","10826834","63.000000","1","Enabled","Sonia Kashuk","48.470000","30.000000","in stock"
"1806","Sonia Kashuk® Chic Luminosity Highlighter Stick - Persian Sunset 43","14425131","63.000000","2","Enabled","Sonia Kashuk","48.470000","30.000000","in stock"
"1810","Kat Von D Everlasting Love Liquid Lipstick - Backstage Bambi (Vivid Hot Pink) ","KVD-bambi","101.000000","3","Enabled","Kat Von D","88.200000","58.000000","in stock"
"1817","Kiss I-Envy Premium Au Naturale 01 Lashes","mmkpe08","17.000000","1","Enabled","Kiss I- envy","10.540000","","in stock"
"1818","Kiss I-Envy Premium Au Naturale 04 Lashes","mmkpe11","17.000000","8","Enabled","Kiss I- envy","10.540000","","in stock"
"1819","Kiss I-Envy Premium Beyond Naturale 01 Lashes","mmkpe33","17.000000","0","Enabled","Kiss I- envy","10.540000","","out of stock"
"1821","Kiss I-Envy Premium Diva 02 Lashes","mmkpe22","17.000000","1","Enabled","Kiss I- envy","10.540000","","in stock"
"1822","Kiss I-Envy Premium Diva 03 Lashes","mmkpe23","17.000000","1","Enabled","Kiss I- envy","10.540000","","in stock"
"1827","Davidoff Champion Perfume 90ml For Him","CHAMPION-PRFME","101.000000","177","Enabled","Davidoff","78.000000","","in stock"
"1828","Davidoff Cool Water Perfume 125ml For Him","DCW_75","125.000000","146","Enabled","Davidoff","73.000000","100.000000","in stock"
"1831","Davidoff Cool Water Perfume 100ml For Her","COOLWTR-HER","80.000000","178","Enabled","Davidoff","68.000000","","in stock"
"1835","Versace Bright Crystal Absolu Perfume 90ml For Her","VER-BC90W","240.000000","192","Enabled","Versace","195.000000","","in stock"
"1836","Versace Crystal Noir for Women 90 ML Eau De Toilette ","VER-CN90W","260.000000","170","Enabled","Versace","170.000000","220.000000","in stock"
"1838","Versace Eau Fraiche Perfume 100ml For Him","EAU-FRAICHE","320.000000","196","Enabled","Versace","240.000000","300.000000","in stock"
